id,board_from,alight_to,arr_time
1,1,4,07:00:25.641026
2,1,4,07:00:51.841899
3,1,5,07:01:17.592972
4,1,2,07:01:43.455041
5,1,5,07:02:09.541998
6,1,10,07:02:35.973716
7,1,4,07:03:01.614742
8,1,7,07:03:28.163415
9,1,3,07:03:53.914488
10,1,6,07:04:19.446403
11,1,9,07:04:44.978318
12,1,8,07:05:11.179191
13,1,5,07:05:36.820217
14,1,4,07:06:02.794243
15,1,3,07:06:29.225961
16,1,2,07:06:55.657679
17,1,10,07:07:21.858552
18,1,8,07:07:48.290270
19,1,8,07:08:14.606059
20,1,3,07:08:41.037777
21,1,7,07:09:07.586450
22,1,7,07:09:33.560476
23,1,10,07:10:00.109149
24,1,7,07:10:25.860222
25,1,7,07:10:51.501248
26,1,7,07:11:17.142274
27,1,5,07:11:43.458063
28,1,10,07:12:09.320132
29,1,9,07:12:35.294158
30,1,8,07:13:01.268184
31,1,9,07:13:27.242210
32,1,3,07:13:53.329167
33,1,7,07:14:19.416124
34,1,4,07:14:44.948039
35,1,7,07:15:10.699112
36,1,2,07:15:37.130830
37,1,2,07:16:03.797497
38,1,10,07:16:29.659566
39,1,8,07:16:55.300592
40,1,5,07:17:21.967259
41,1,10,07:17:48.515932
42,1,4,07:18:14.831721
43,1,9,07:18:41.498388
44,1,6,07:19:08.047061
45,1,10,07:19:33.688087
46,1,5,07:19:59.329113
47,1,4,07:20:25.760831
48,1,10,07:20:52.309504
49,1,5,07:21:18.510377
50,1,2,07:21:44.942095
51,1,7,07:22:11.490768
52,1,3,07:22:37.577725
53,1,10,07:23:03.439794
54,1,9,07:23:29.413820
55,1,4,07:23:55.729609
56,1,5,07:24:21.930482
57,1,8,07:24:47.681555
58,1,4,07:25:13.997344
59,1,2,07:25:39.859413
60,1,2,07:26:05.721482
61,1,3,07:26:31.695508
62,1,9,07:26:57.669534
63,1,6,07:27:23.420607
64,1,3,07:27:49.171680
65,1,3,07:28:15.838347
66,1,8,07:28:41.925304
67,1,3,07:29:08.473977
68,1,3,07:29:34.115003
69,1,9,07:29:59.866076
70,1,2,07:30:26.297794
71,1,8,07:30:52.613583
72,1,9,07:31:19.162256
73,1,4,07:31:44.803282
74,1,5,07:32:10.444308
75,1,2,07:32:36.418334
76,1,3,07:33:02.392360
77,1,8,07:33:28.254429
78,1,10,07:33:54.116498
79,1,7,07:34:19.757524
80,1,9,07:34:45.398550
81,1,9,07:35:11.260619
82,1,5,07:35:37.234645
83,1,3,07:36:02.985718
84,1,2,07:36:28.626744
85,1,3,07:36:54.713701
86,1,9,07:37:21.145419
87,1,6,07:37:46.896492
88,1,5,07:38:13.328210
89,1,8,07:38:39.759928
90,1,8,07:39:05.960801
91,1,10,07:39:31.822870
92,1,5,07:39:58.254588
93,1,10,07:40:24.686306
94,1,3,07:40:51.234979
95,1,6,07:41:17.321936
96,1,9,07:41:43.408893
97,1,7,07:42:09.957566
98,1,2,07:42:36.624233
99,1,10,07:43:02.265259
100,1,7,07:43:27.797174
101,1,4,07:43:53.884131
102,1,2,07:44:20.199920
103,1,7,07:44:46.400793
104,1,9,07:45:12.151866
105,1,2,07:45:38.125892
106,1,2,07:46:04.326765
107,1,5,07:46:30.188834
108,1,3,07:46:55.939907
109,1,5,07:47:21.801976
110,1,5,07:47:47.888933
111,1,4,07:48:14.204722
112,1,7,07:48:40.178748
113,1,9,07:49:06.265705
114,1,9,07:49:32.581494
115,1,7,07:49:58.113409
116,1,8,07:50:24.780076
117,1,8,07:50:50.531149
118,1,10,07:51:16.846938
119,1,2,07:51:42.709007
120,1,7,07:52:08.795964
121,1,8,07:52:34.996837
122,1,7,07:53:01.545510
123,1,5,07:53:27.861299
124,1,2,07:53:53.835325
125,1,10,07:54:19.367240
126,1,2,07:54:45.915913
127,1,10,07:55:12.347631
128,1,10,07:55:38.321657
129,1,6,07:56:04.408614
130,1,7,07:56:30.159687
131,1,7,07:56:56.591405
132,1,6,07:57:22.565431
133,1,6,07:57:48.539457
134,1,2,07:58:14.740330
135,1,9,07:58:41.406997
136,1,9,07:59:07.381023
137,1,9,07:59:33.812741
138,1,5,08:00:00.128530
139,1,8,08:00:26.102556
140,1,2,08:00:52.651229
141,1,8,08:01:18.183144
142,1,9,08:01:44.045213
143,1,2,08:02:09.907282
144,1,7,08:02:35.994239
145,1,9,08:03:02.310028
146,1,4,08:03:28.625817
147,1,9,08:03:54.941606
148,1,8,08:04:21.608273
149,1,8,08:04:47.249299
150,1,8,08:05:13.450172
151,1,10,08:05:39.312241
152,1,3,08:06:05.174310
153,1,3,08:06:31.261267
154,1,2,08:06:57.348224
155,1,10,08:07:23.322250
156,1,2,08:07:49.870923
157,1,4,08:08:15.402838
158,1,2,08:08:41.489795
159,1,10,08:09:07.576752
160,1,6,08:09:33.438821
161,1,5,08:09:59.987494
162,1,4,08:10:26.074451
163,1,10,08:10:51.606366
164,1,4,08:11:17.247392
165,1,5,08:11:43.109461
166,1,10,08:12:09.658134
167,1,8,08:12:35.745091
168,1,6,08:13:01.607160
169,1,6,08:13:27.922949
170,1,10,08:13:53.785018
171,1,2,08:14:19.647087
172,1,7,08:14:45.847960
173,1,7,08:15:12.279678
174,1,8,08:15:38.253704
175,1,2,08:16:04.569493
176,1,6,08:16:30.656450
177,1,4,08:16:56.743407
178,1,6,08:17:22.384433
179,1,5,08:17:48.358459
180,1,8,08:18:13.999485
181,1,10,08:18:39.750558
182,1,3,08:19:06.299231
183,1,5,08:19:32.615020
184,1,9,08:19:58.701977
185,1,6,08:20:25.133695
186,1,4,08:20:51.107721
187,1,10,08:21:17.423510
188,1,2,08:21:43.285579
189,1,9,08:22:09.486452
190,1,9,08:22:35.687325
191,1,9,08:23:01.219240
192,1,5,08:23:27.767913
193,1,4,08:23:54.083702
194,1,4,08:24:19.724728
195,1,8,08:24:46.273401
196,1,6,08:25:12.474274
197,1,10,08:25:38.905992
198,1,10,08:26:04.880018
199,1,9,08:26:30.854044
200,1,7,08:26:56.495070
201,1,8,08:27:22.926788
202,1,2,08:27:49.358506
203,1,8,08:28:15.109579
204,1,10,08:28:41.310452
205,1,7,08:29:07.626241
206,1,4,08:29:33.827114
207,1,10,08:29:59.359029
208,1,5,08:30:25.674818
209,1,6,08:30:51.990607
210,1,3,08:31:18.306396
211,1,3,08:31:44.622185
212,1,5,08:32:10.937974
213,1,5,08:32:37.253763
214,1,3,08:33:03.569552
215,1,4,08:33:29.885341
216,1,7,08:33:56.201130
217,1,3,08:34:22.516919
218,1,7,08:34:48.832708
219,1,3,08:35:15.148497
220,1,4,08:35:41.464286
221,1,9,08:36:07.780075
222,1,8,08:36:34.095864
223,1,5,08:37:00.411653
224,1,2,08:37:26.727442
225,1,4,08:37:53.043231
226,1,4,08:38:19.359020
227,1,9,08:38:45.674809
228,1,6,08:39:11.990598
229,1,3,08:39:38.306387
230,1,7,08:40:04.622176
231,1,9,08:40:30.937965
232,1,5,08:40:57.253754
233,1,4,08:41:23.569543
234,1,2,08:41:49.885332
235,1,4,08:42:16.201121
236,1,6,08:42:42.516910
237,1,3,08:43:08.832699
238,1,5,08:43:35.148488
239,1,2,08:44:01.464277
240,1,10,08:44:27.780066
241,1,9,08:44:54.095855
242,1,5,08:45:20.411644
243,1,8,08:45:46.727433
244,1,5,08:46:13.043222
245,1,8,08:46:39.359011
246,1,7,08:47:05.674800
247,1,2,08:47:31.990589
248,1,10,08:47:58.306378
249,1,7,08:48:24.622167
250,1,10,08:48:50.937956
251,1,9,08:49:17.253745
252,1,5,08:49:43.569534
253,1,8,08:50:09.885323
254,1,7,08:50:36.201112
255,1,6,08:51:02.516901
256,1,10,08:51:28.832690
257,1,8,08:51:55.148479
258,1,5,08:52:21.464268
259,1,7,08:52:47.780057
260,1,3,08:53:14.095846
261,1,3,08:53:40.411635
262,1,9,08:54:06.727424
263,1,4,08:54:33.043213
