id,board_from,alight_to,arr_time
1,1,4,07:00:26.200873
2,1,5,07:00:52.516662
3,1,3,07:01:18.832451
4,1,2,07:01:45.033324
5,1,8,07:02:10.784397
6,1,8,07:02:36.646466
7,1,9,07:03:02.733423
8,1,10,07:03:28.484496
9,1,9,07:03:54.800285
10,1,4,07:04:21.116074
11,1,7,07:04:47.782741
12,1,10,07:05:14.098530
13,1,7,07:05:40.647203
14,1,5,07:06:06.734160
15,1,9,07:06:32.266075
16,1,9,07:06:57.907101
17,1,10,07:07:23.548127
18,1,7,07:07:50.096800
19,1,8,07:08:15.737826
20,1,7,07:08:42.404493
21,1,8,07:09:08.720282
22,1,4,07:09:35.268955
23,1,2,07:10:01.817628
24,1,10,07:10:28.366301
25,1,9,07:10:54.682090
26,1,3,07:11:20.882963
27,1,6,07:11:47.083836
28,1,7,07:12:13.515554
29,1,8,07:12:39.377623
30,1,4,07:13:06.044290
31,1,6,07:13:32.476008
32,1,7,07:13:58.117034
33,1,5,07:14:23.758060
34,1,8,07:14:50.189778
35,1,4,07:15:16.051847
36,1,6,07:15:42.600520
37,1,3,07:16:08.574546
38,1,10,07:16:34.661503
39,1,10,07:17:00.748460
40,1,3,07:17:26.835417
41,1,7,07:17:52.586490
42,1,4,07:18:18.673447
43,1,2,07:18:44.760404
44,1,3,07:19:10.401430
45,1,6,07:19:36.602303
46,1,6,07:20:02.464372
47,1,5,07:20:29.013045
48,1,6,07:20:54.764118
49,1,5,07:21:20.738144
50,1,7,07:21:46.712170
51,1,10,07:22:13.260843
52,1,8,07:22:38.792758
53,1,2,07:23:04.324673
54,1,9,07:23:30.298699
55,1,4,07:23:56.965366
56,1,7,07:24:22.606392
57,1,9,07:24:48.580418
58,1,9,07:25:14.554444
59,1,8,07:25:40.528470
60,1,2,07:26:06.844259
61,1,7,07:26:32.818285
62,1,10,07:26:58.459311
63,1,8,07:27:25.125978
64,1,8,07:27:50.767004
65,1,7,07:28:17.315677
66,1,2,07:28:42.956703
67,1,10,07:29:08.597729
68,1,9,07:29:34.348802
69,1,2,07:30:00.322828
70,1,6,07:30:26.296854
71,1,10,07:30:52.845527
72,1,8,07:31:18.932484
73,1,10,07:31:45.019441
74,1,6,07:32:11.568114
75,1,9,07:32:38.234781
76,1,4,07:33:04.550570
77,1,3,07:33:30.191596
78,1,6,07:33:56.053665
79,1,2,07:34:21.694691
80,1,10,07:34:48.010480
81,1,5,07:35:13.651506
82,1,10,07:35:39.625532
83,1,4,07:36:05.941321
84,1,7,07:36:32.028278
85,1,9,07:36:57.669304
86,1,5,07:37:23.420377
87,1,7,07:37:49.061403
88,1,5,07:38:14.593318
89,1,5,07:38:41.259985
90,1,5,07:39:07.460858
91,1,7,07:39:34.009531
92,1,10,07:40:00.096488
93,1,10,07:40:26.645161
94,1,7,07:40:52.507230
95,1,8,07:41:18.258303
96,1,4,07:41:44.232329
97,1,2,07:42:10.664047
98,1,8,07:42:36.526116
99,1,3,07:43:02.500142
100,1,7,07:43:28.141168
101,1,2,07:43:54.115194
102,1,6,07:44:20.663867
103,1,3,07:44:47.212540
104,1,4,07:45:13.644258
105,1,3,07:45:39.845131
106,1,10,07:46:06.160920
107,1,4,07:46:32.247877
108,1,2,07:46:57.998950
109,1,8,07:47:24.199823
110,1,4,07:47:50.061892
111,1,6,07:48:15.812965
112,1,5,07:48:41.899922
113,1,7,07:49:07.986879
114,1,4,07:49:33.848948
115,1,6,07:50:00.164737
116,1,6,07:50:26.026806
117,1,2,07:50:52.575479
118,1,3,07:51:19.124152
119,1,3,07:51:45.672825
120,1,6,07:52:11.646851
121,1,7,07:52:37.962640
122,1,7,07:53:03.824709
123,1,10,07:53:30.491376
124,1,9,07:53:56.242449
125,1,8,07:54:22.791122
126,1,3,07:54:48.323037
127,1,3,07:55:14.523910
128,1,6,07:55:40.385979
129,1,4,07:56:06.934652
130,1,6,07:56:33.135525
131,1,6,07:56:58.886598
132,1,8,07:57:25.553265
133,1,6,07:57:51.754138
134,1,2,07:58:17.395164
135,1,5,07:58:43.943837
136,1,2,07:59:09.917863
137,1,10,07:59:35.891889
138,1,5,08:00:02.558556
139,1,8,08:00:28.990274
140,1,9,08:00:54.741347
141,1,9,08:01:21.173065
142,1,3,08:01:47.260022
143,1,7,08:02:12.901048
144,1,5,08:02:39.101921
145,1,3,08:03:05.302794
146,1,5,08:03:31.503667
147,1,4,08:03:57.477693
148,1,10,08:04:23.793482
149,1,7,08:04:50.225200
150,1,4,08:05:16.540989
151,1,6,08:05:42.515015
152,1,9,08:06:08.377084
153,1,3,08:06:34.128157
154,1,7,08:06:59.879230
155,1,9,08:07:25.741299
156,1,6,08:07:51.942172
157,1,2,08:08:17.916198
158,1,3,08:08:44.347916
159,1,7,08:09:10.321942
160,1,7,08:09:36.073015
161,1,6,08:10:02.047041
162,1,2,08:10:28.021067
163,1,5,08:10:53.662093
164,1,9,08:11:20.093811
165,1,2,08:11:46.525529
166,1,3,08:12:12.387598
167,1,6,08:12:38.138671
168,1,5,08:13:03.670586
169,1,5,08:13:29.421659
170,1,4,08:13:55.622532
171,1,4,08:14:21.373605
172,1,9,08:14:47.574478
173,1,5,08:15:14.123151
174,1,7,08:15:40.097177
175,1,6,08:16:05.848250
176,1,5,08:16:32.164039
177,1,9,08:16:57.805065
178,1,9,08:17:23.667134
179,1,10,08:17:49.529203
180,1,5,08:18:15.061118
181,1,3,08:18:41.035144
182,1,4,08:19:06.897213
183,1,3,08:19:33.213002
184,1,7,08:19:59.187028
185,1,3,08:20:24.828054
186,1,6,08:20:50.579127
187,1,5,08:21:16.780000
188,1,3,08:21:42.754026
189,1,6,08:22:08.616095
190,1,2,08:22:34.590121
191,1,10,08:23:00.341194
192,1,9,08:23:26.203263
193,1,7,08:23:51.954336
194,1,6,08:24:17.928362
195,1,4,08:24:44.129235
196,1,4,08:25:09.880308
197,1,8,08:25:36.196097
198,1,7,08:26:02.627815
199,1,5,08:26:28.601841
200,1,3,08:26:54.917630
201,1,6,08:27:20.668703
202,1,9,08:27:47.100421
203,1,10,08:28:13.074447
204,1,8,08:28:39.048473
