id,board_from,alight_to,arr_time
1,1,2,07:00:25.641026
2,1,6,07:00:51.841899
3,1,3,07:01:17.592972
4,1,8,07:01:43.793845
5,1,8,07:02:09.434871
6,1,10,07:02:35.521828
7,1,3,07:03:01.495854
8,1,7,07:03:27.027769
9,1,10,07:03:53.576442
10,1,6,07:04:19.892231
11,1,9,07:04:45.643304
12,1,2,07:05:11.844177
13,1,3,07:05:37.595250
14,1,10,07:06:03.682207
15,1,2,07:06:29.323233
16,1,2,07:06:55.297259
17,1,3,07:07:21.271285
18,1,4,07:07:47.819958
19,1,7,07:08:14.135747
20,1,3,07:08:40.222704
21,1,10,07:09:05.973777
22,1,7,07:09:31.724850
23,1,10,07:09:57.365876
24,1,9,07:10:23.116949
25,1,6,07:10:49.432738
26,1,2,07:11:15.073764
27,1,8,07:11:40.605679
28,1,4,07:12:06.921468
29,1,9,07:12:33.122341
30,1,8,07:12:58.984410
31,1,10,07:13:24.625436
32,1,5,07:13:51.057154
33,1,8,07:14:17.372943
34,1,3,07:14:43.688732
35,1,5,07:15:09.329758
36,1,10,07:15:35.416715
37,1,5,07:16:01.848433
38,1,5,07:16:27.489459
39,1,8,07:16:53.921177
40,1,5,07:17:20.122050
41,1,2,07:17:46.322923
42,1,9,07:18:12.184992
43,1,8,07:18:38.616710
44,1,5,07:19:04.590736
45,1,9,07:19:30.452805
46,1,5,07:19:57.001478
47,1,2,07:20:22.975504
48,1,3,07:20:49.176377
49,1,10,07:21:15.038446
50,1,4,07:21:41.239319
51,1,4,07:22:07.905986
52,1,3,07:22:34.337704
53,1,8,07:23:00.769422
54,1,8,07:23:26.631491
55,1,4,07:23:52.493560
56,1,9,07:24:18.925278
57,1,9,07:24:45.356996
58,1,4,07:25:11.905669
59,1,8,07:25:37.992626
60,1,10,07:26:04.193499
61,1,3,07:26:30.625217
62,1,2,07:26:57.056935
63,1,8,07:27:23.488653
64,1,7,07:27:49.804442
65,1,10,07:28:16.005315
66,1,10,07:28:42.206188
67,1,5,07:29:08.637906
68,1,3,07:29:34.838779
69,1,9,07:30:00.812805
70,1,8,07:30:26.453831
71,1,8,07:30:52.540788
72,1,8,07:31:18.514814
73,1,2,07:31:45.181481
74,1,7,07:32:11.043550
75,1,5,07:32:36.794623
76,1,10,07:33:03.226341
77,1,8,07:33:29.658059
78,1,7,07:33:56.206732
79,1,3,07:34:22.407605
80,1,5,07:34:48.158678
81,1,2,07:35:14.707351
82,1,8,07:35:41.023140
83,1,3,07:36:06.885209
84,1,9,07:36:32.526235
85,1,9,07:36:58.613192
86,1,6,07:37:24.700149
87,1,6,07:37:51.248822
88,1,7,07:38:17.797495
89,1,5,07:38:44.229213
90,1,10,07:39:09.980286
91,1,5,07:39:36.181159
92,1,3,07:40:02.382032
93,1,5,07:40:27.913947
94,1,8,07:40:54.345665
95,1,2,07:41:20.546538
96,1,2,07:41:46.862327
97,1,7,07:42:12.394242
98,1,3,07:42:38.595115
99,1,8,07:43:04.910904
100,1,7,07:43:31.342622
101,1,4,07:43:57.316648
102,1,5,07:44:23.290674
103,1,10,07:44:49.722392
104,1,4,07:45:15.923265
105,1,9,07:45:42.471938
106,1,3,07:46:08.223011
107,1,9,07:46:34.771684
108,1,6,07:47:01.087473
109,1,5,07:47:26.728499
110,1,5,07:47:53.044288
111,1,4,07:48:19.018314
112,1,3,07:48:45.684981
113,1,2,07:49:11.326007
114,1,3,07:49:37.641796
115,1,10,07:50:03.282822
116,1,6,07:50:29.714540
117,1,4,07:50:55.915413
118,1,4,07:51:21.666486
119,1,3,07:51:47.307512
120,1,6,07:52:13.058585
121,1,9,07:52:39.145542
122,1,6,07:53:05.119568
123,1,8,07:53:31.435357
124,1,8,07:53:57.076383
125,1,7,07:54:23.743050
126,1,9,07:54:50.291723
127,1,6,07:55:16.607512
128,1,10,07:55:42.358585
129,1,3,07:56:08.907258
130,1,8,07:56:35.338976
131,1,3,07:57:01.770694
132,1,6,07:57:27.744720
133,1,7,07:57:53.495793
134,1,7,07:58:20.044466
135,1,7,07:58:46.476184
136,1,4,07:59:12.338253
137,1,9,07:59:38.539126
138,1,8,08:00:04.854915
139,1,8,08:00:30.605988
140,1,7,08:00:56.580014
141,1,3,08:01:22.221040
142,1,4,08:01:48.652758
143,1,7,08:02:14.739715
144,1,3,08:02:40.826672
145,1,8,08:03:06.467698
146,1,10,08:03:32.108724
147,1,8,08:03:58.195681
148,1,8,08:04:24.511470
149,1,6,08:04:50.943188
150,1,3,08:05:17.030145
151,1,3,08:05:43.231018
152,1,9,08:06:09.093087
153,1,8,08:06:35.293960
154,1,9,08:07:01.725678
