id,board_from,alight_to,arr_time
1,1,9,07:00:26.666667
2,1,7,07:00:52.640693
3,1,10,07:01:18.614719
4,1,3,07:01:44.815592
5,1,7,07:02:10.902549
6,1,5,07:02:37.569216
7,1,4,07:03:03.543242
8,1,8,07:03:29.405311
9,1,2,07:03:55.606184
10,1,8,07:04:21.468253
11,1,3,07:04:47.784042
12,1,8,07:05:13.315957
13,1,9,07:05:39.747675
14,1,6,07:06:06.296348
15,1,6,07:06:32.047421
16,1,3,07:06:58.021447
17,1,6,07:07:24.108404
18,1,4,07:07:49.859477
19,1,6,07:08:16.175266
20,1,10,07:08:42.037335
21,1,10,07:09:08.469053
22,1,9,07:09:34.000968
23,1,9,07:10:00.549641
24,1,10,07:10:27.098314
25,1,5,07:10:52.630229
26,1,2,07:11:18.604255
27,1,9,07:11:44.920044
28,1,4,07:12:10.561070
29,1,3,07:12:36.202096
30,1,2,07:13:01.843122
31,1,8,07:13:27.817148
32,1,7,07:13:53.791174
33,1,10,07:14:19.878131
34,1,5,07:14:46.193920
35,1,4,07:15:12.742593
36,1,7,07:15:38.829550
37,1,4,07:16:04.803576
38,1,6,07:16:31.235294
39,1,4,07:16:57.551083
40,1,10,07:17:23.525109
41,1,8,07:17:49.612066
42,1,7,07:18:16.160739
43,1,10,07:18:41.911812
44,1,10,07:19:08.227601
45,1,8,07:19:33.978674
46,1,10,07:20:00.179547
47,1,8,07:20:25.711462
48,1,2,07:20:51.573531
49,1,2,07:21:17.547557
50,1,5,07:21:43.188583
51,1,7,07:22:09.050652
52,1,9,07:22:34.801725
53,1,7,07:23:00.888682
54,1,7,07:23:27.089555
55,1,8,07:23:53.290428
56,1,2,07:24:19.839101
57,1,5,07:24:45.590174
58,1,7,07:25:11.452243
59,1,10,07:25:37.539200
60,1,7,07:26:03.290273
61,1,7,07:26:29.606062
62,1,6,07:26:55.693019
63,1,10,07:27:21.444092
64,1,8,07:27:47.306161
65,1,9,07:28:13.057234
66,1,4,07:28:39.031260
67,1,10,07:29:05.347049
68,1,7,07:29:31.321075
69,1,10,07:29:56.852990
70,1,6,07:30:23.053863
71,1,8,07:30:48.915932
72,1,3,07:31:15.347650
73,1,6,07:31:41.896323
74,1,4,07:32:07.537349
75,1,8,07:32:33.853138
76,1,5,07:32:59.715207
77,1,3,07:33:26.146925
78,1,3,07:33:52.578643
79,1,4,07:34:19.127316
80,1,9,07:34:44.659231
81,1,8,07:35:10.191146
82,1,6,07:35:36.278103
83,1,3,07:36:02.944770
84,1,4,07:36:29.031727
85,1,6,07:36:54.893796
86,1,2,07:37:20.867822
87,1,9,07:37:46.618895
88,1,5,07:38:12.592921
89,1,8,07:38:38.343994
90,1,5,07:39:03.985020
91,1,3,07:39:29.959046
92,1,7,07:39:55.710119
93,1,8,07:40:21.684145
94,1,8,07:40:47.658171
95,1,8,07:41:13.973960
96,1,8,07:41:40.060917
97,1,7,07:42:06.261790
98,1,9,07:42:32.810463
99,1,7,07:42:58.897420
100,1,3,07:43:25.329138
101,1,5,07:43:51.416095
102,1,3,07:44:17.616968
103,1,5,07:44:43.590994
104,1,3,07:45:10.139667
105,1,10,07:45:36.226624
106,1,4,07:46:01.867650
107,1,4,07:46:27.618723
108,1,9,07:46:53.934512
109,1,9,07:47:20.483185
110,1,7,07:47:46.914903
111,1,9,07:48:13.463576
112,1,9,07:48:39.664449
113,1,6,07:49:05.196364
114,1,8,07:49:31.058433
115,1,10,07:49:57.607106
116,1,4,07:50:23.139021
117,1,9,07:50:49.454810
118,1,6,07:51:15.316879
119,1,9,07:51:41.178948
120,1,8,07:52:07.379821
121,1,7,07:52:33.241890
122,1,9,07:52:59.215916
123,1,8,07:53:24.856942
124,1,9,07:53:50.388857
125,1,7,07:54:16.139930
126,1,4,07:54:42.001999
127,1,7,07:55:07.753072
128,1,9,07:55:34.068861
129,1,7,07:55:59.600776
130,1,6,07:56:26.032494
