id,board_from,alight_to,arr_time
1,1,10,07:00:25.862069
2,1,9,07:00:51.503095
3,1,7,07:01:17.477121
4,1,5,07:01:44.025794
5,1,3,07:02:10.574467
6,1,6,07:02:36.325540
7,1,7,07:03:02.299566
8,1,7,07:03:28.273592
9,1,3,07:03:54.705310
10,1,3,07:04:20.567379
11,1,4,07:04:46.883168
12,1,5,07:05:13.431841
13,1,5,07:05:39.293910
14,1,7,07:06:05.725628
15,1,7,07:06:32.274301
16,1,9,07:06:58.706019
17,1,9,07:07:24.680045
18,1,2,07:07:50.767002
19,1,7,07:08:16.967875
20,1,3,07:08:42.499790
21,1,3,07:09:08.815579
22,1,4,07:09:34.566652
23,1,4,07:10:00.098567
24,1,5,07:10:26.530285
25,1,3,07:10:52.846074
26,1,7,07:11:18.377989
27,1,4,07:11:44.578862
28,1,10,07:12:11.010580
29,1,9,07:12:36.542495
30,1,6,07:13:02.516521
31,1,5,07:13:28.603478
32,1,3,07:13:55.035196
33,1,9,07:14:21.122153
34,1,8,07:14:46.654068
35,1,3,07:15:12.741025
36,1,3,07:15:38.827982
37,1,10,07:16:04.802008
38,1,9,07:16:31.350681
39,1,8,07:16:57.212750
40,1,4,07:17:22.744665
41,1,4,07:17:49.060454
42,1,6,07:18:15.261327
43,1,2,07:18:41.123396
44,1,8,07:19:06.764422
45,1,9,07:19:33.080211
46,1,8,07:19:59.511929
47,1,9,07:20:25.373998
48,1,10,07:20:51.236067
49,1,8,07:21:17.667785
50,1,4,07:21:43.868658
51,1,2,07:22:09.955615
52,1,4,07:22:36.271404
53,1,8,07:23:02.820077
54,1,5,07:23:28.682146
55,1,4,07:23:55.348813
56,1,9,07:24:21.322839
57,1,7,07:24:47.871512
58,1,9,07:25:13.845538
59,1,8,07:25:40.161327
60,1,9,07:26:06.710000
61,1,10,07:26:33.258673
62,1,2,07:26:59.009746
63,1,6,07:27:25.210619
64,1,3,07:27:51.297576
65,1,9,07:28:17.271602
66,1,7,07:28:43.938269
67,1,8,07:29:09.800338
68,1,9,07:29:35.662407
69,1,3,07:30:01.863280
70,1,2,07:30:28.294998
71,1,2,07:30:53.826913
72,1,4,07:31:20.142702
73,1,10,07:31:46.229659
74,1,5,07:32:12.430532
75,1,10,07:32:38.517489
76,1,6,07:33:04.379558
77,1,5,07:33:30.580431
78,1,4,07:33:56.896220
79,1,5,07:34:23.212009
80,1,3,07:34:49.186035
81,1,9,07:35:15.734708
82,1,3,07:35:41.485781
83,1,10,07:36:07.347850
84,1,9,07:36:33.548723
85,1,6,07:36:59.522749
86,1,3,07:37:25.273822
87,1,8,07:37:50.914848
88,1,10,07:38:17.346566
89,1,10,07:38:43.547439
90,1,4,07:39:09.748312
91,1,2,07:39:35.499385
92,1,6,07:40:01.250458
93,1,10,07:40:27.566247
94,1,8,07:40:53.207273
95,1,8,07:41:18.739188
96,1,7,07:41:44.940061
97,1,3,07:42:10.581087
98,1,9,07:42:37.012805
99,1,3,07:43:03.213678
100,1,3,07:43:28.854704
101,1,3,07:43:54.716773
102,1,10,07:44:20.248688
103,1,3,07:44:46.680406
104,1,5,07:45:12.542475
105,1,4,07:45:38.974193
106,1,6,07:46:05.405911
107,1,9,07:46:31.606784
108,1,3,07:46:58.155457
109,1,5,07:47:24.017526
110,1,9,07:47:50.218399
111,1,9,07:48:16.650117
112,1,4,07:48:43.198790
113,1,5,07:49:08.949863
114,1,8,07:49:35.498536
115,1,4,07:50:01.472562
116,1,6,07:50:28.139229
117,1,8,07:50:54.113255
118,1,8,07:51:20.544973
119,1,4,07:51:46.185999
120,1,10,07:52:12.386872
121,1,6,07:52:38.360898
122,1,2,07:53:04.222967
123,1,3,07:53:30.771640
124,1,5,07:53:56.972513
125,1,5,07:54:23.059470
126,1,5,07:54:48.700496
