id,board_from,alight_to,arr_time
1,1,4,07:00:26.086957
2,1,6,07:00:52.402746
3,1,3,07:01:18.264815
4,1,6,07:01:44.015888
5,1,2,07:02:10.331677
6,1,6,07:02:36.647466
7,1,3,07:03:03.314133
8,1,10,07:03:29.745851
9,1,4,07:03:55.946724
10,1,9,07:04:22.262513
11,1,2,07:04:48.124582
12,1,7,07:05:14.211539
13,1,2,07:05:40.185565
14,1,2,07:06:05.826591
15,1,3,07:06:31.913548
16,1,4,07:06:58.462221
17,1,9,07:07:24.436247
18,1,3,07:07:50.867965
19,1,5,07:08:16.841991
20,1,3,07:08:42.816017
21,1,10,07:09:09.364690
22,1,5,07:09:35.451647
23,1,4,07:10:00.983562
24,1,5,07:10:26.957588
25,1,4,07:10:53.624255
26,1,3,07:11:19.486324
27,1,8,07:11:45.348393
28,1,5,07:12:11.780111
29,1,6,07:12:38.328784
30,1,6,07:13:04.529657
31,1,10,07:13:31.196324
32,1,3,07:13:56.947397
33,1,10,07:14:23.263186
34,1,6,07:14:49.125255
35,1,7,07:15:15.556973
36,1,2,07:15:42.223640
37,1,6,07:16:08.197666
38,1,9,07:16:33.948739
39,1,3,07:16:59.589765
40,1,2,07:17:25.340838
41,1,6,07:17:51.091911
42,1,6,07:18:16.953980
43,1,9,07:18:43.385698
44,1,8,07:19:09.472655
45,1,6,07:19:35.559612
46,1,2,07:20:01.421681
47,1,8,07:20:27.062707
48,1,10,07:20:53.378496
49,1,6,07:21:19.927169
50,1,4,07:21:46.475842
51,1,3,07:22:12.226915
52,1,2,07:22:38.658633
53,1,8,07:23:04.859506
54,1,6,07:23:31.175295
55,1,4,07:23:56.816321
56,1,7,07:24:22.678390
57,1,5,07:24:48.994179
58,1,4,07:25:15.309968
59,1,9,07:25:41.061041
60,1,2,07:26:07.492759
61,1,10,07:26:33.354828
62,1,4,07:26:59.328854
63,1,2,07:27:25.415811
64,1,3,07:27:51.502768
65,1,5,07:28:17.476794
66,1,7,07:28:44.143461
67,1,7,07:29:10.230418
68,1,9,07:29:36.779091
69,1,10,07:30:03.210809
70,1,2,07:30:28.742724
71,1,10,07:30:54.716750
72,1,10,07:31:20.690776
73,1,8,07:31:46.222691
74,1,8,07:32:11.754606
75,1,6,07:32:37.505679
76,1,10,07:33:03.037594
77,1,8,07:33:29.469312
78,1,8,07:33:55.785101
79,1,6,07:34:21.985974
80,1,4,07:34:47.960000
81,1,3,07:35:13.601026
82,1,7,07:35:39.575052
83,1,8,07:36:05.106967
84,1,7,07:36:30.858040
85,1,6,07:36:57.173829
86,1,2,07:37:22.814855
87,1,7,07:37:49.363528
88,1,9,07:38:15.564401
89,1,10,07:38:41.765274
90,1,9,07:39:07.627343
91,1,5,07:39:33.159258
92,1,9,07:39:59.021327
93,1,9,07:40:25.222200
94,1,6,07:40:51.888867
95,1,10,07:41:17.420782
96,1,9,07:41:43.282851
97,1,5,07:42:09.714569
98,1,6,07:42:35.355595
99,1,9,07:43:01.556468
100,1,3,07:43:28.105141
101,1,9,07:43:53.746167
102,1,7,07:44:19.947040
103,1,9,07:44:45.478955
104,1,4,07:45:11.119981
105,1,5,07:45:37.206938
106,1,7,07:46:03.407811
107,1,5,07:46:29.839529
108,1,6,07:46:56.388202
109,1,6,07:47:22.589075
110,1,8,07:47:48.563101
111,1,10,07:48:14.537127
112,1,9,07:48:40.288200
113,1,6,07:49:06.375157
114,1,8,07:49:32.237226
115,1,3,07:49:57.878252
116,1,4,07:50:23.629325
117,1,7,07:50:49.270351
118,1,4,07:51:14.911377
119,1,4,07:51:41.112250
120,1,9,07:52:06.753276
121,1,7,07:52:33.069065
122,1,4,07:52:59.043091
123,1,2,07:53:25.591764
124,1,3,07:53:52.258431
125,1,10,07:54:18.807104
126,1,5,07:54:45.122893
127,1,10,07:55:10.763919
128,1,5,07:55:36.737945
129,1,4,07:56:03.286618
130,1,9,07:56:29.487491
131,1,4,07:56:55.574448
132,1,2,07:57:22.123121
133,1,4,07:57:48.554839
134,1,7,07:58:14.305912
135,1,10,07:58:39.946938
136,1,9,07:59:05.698011
137,1,4,07:59:31.898884
138,1,7,07:59:58.330602
139,1,8,08:00:23.862517
140,1,9,08:00:49.949474
141,1,9,08:01:15.700547
142,1,4,08:01:41.451620
143,1,3,08:02:07.767409
144,1,6,08:02:33.968282
145,1,9,08:02:59.942308
146,1,9,08:03:25.583334
147,1,10,08:03:52.015052
148,1,6,08:04:17.546967
149,1,3,08:04:43.409036
150,1,2,08:05:09.271105
151,1,8,08:05:35.133174
152,1,3,08:06:01.107200
153,1,9,08:06:27.422989
154,1,9,08:06:53.397015
155,1,4,08:07:20.063682
156,1,10,08:07:45.704708
157,1,5,08:08:11.791665
158,1,6,08:08:37.323580
159,1,10,08:09:03.297606
160,1,8,08:09:28.938632
161,1,10,08:09:54.912658
162,1,9,08:10:21.113531
163,1,2,08:10:47.200488
164,1,3,08:11:13.174514
165,1,5,08:11:39.841181
166,1,10,08:12:06.156970
167,1,8,08:12:32.357843
168,1,6,08:12:58.789561
