id,board_from,alight_to,arr_time
1,1,10,07:00:26.431718
2,1,4,07:00:52.980391
3,1,8,07:01:18.731464
4,1,4,07:01:45.163182
5,1,5,07:02:11.711855
6,1,10,07:02:37.243770
7,1,7,07:03:03.559559
8,1,7,07:03:29.421628
9,1,8,07:03:55.970301
10,1,10,07:04:21.944327
11,1,10,07:04:48.145200
12,1,10,07:05:14.576918
13,1,9,07:05:40.438987
14,1,10,07:06:06.754776
15,1,8,07:06:32.728802
16,1,5,07:06:58.479875
17,1,10,07:07:24.566832
18,1,4,07:07:50.767705
19,1,10,07:08:16.741731
20,1,4,07:08:43.057520
21,1,5,07:09:09.489238
22,1,10,07:09:36.037911
23,1,9,07:10:01.899980
24,1,2,07:10:28.215769
25,1,4,07:10:54.647487
26,1,10,07:11:20.398560
27,1,7,07:11:45.930475
28,1,9,07:12:11.681548
29,1,8,07:12:38.230221
30,1,3,07:13:04.778894
31,1,10,07:13:30.640963
32,1,9,07:13:57.189636
33,1,8,07:14:23.276593
34,1,3,07:14:49.943260
35,1,8,07:15:15.584286
36,1,9,07:15:42.016004
37,1,4,07:16:08.216877
38,1,4,07:16:34.648595
39,1,3,07:17:00.622621
40,1,4,07:17:26.823494
41,1,6,07:17:53.372167
42,1,4,07:18:19.803885
43,1,7,07:18:46.352558
44,1,6,07:19:12.326584
45,1,8,07:19:38.413541
46,1,6,07:20:05.080208
47,1,8,07:20:30.831281
48,1,6,07:20:56.582354
49,1,2,07:21:23.131027
50,1,7,07:21:49.446816
51,1,10,07:22:15.762605
52,1,8,07:22:41.403631
53,1,6,07:23:07.604504
54,1,4,07:23:33.691461
55,1,7,07:24:00.123179
56,1,7,07:24:26.324052
57,1,2,07:24:52.298078
58,1,5,07:25:18.846751
59,1,9,07:25:45.162540
60,1,8,07:26:11.711213
61,1,3,07:26:37.573282
62,1,7,07:27:03.889071
63,1,9,07:27:29.751140
64,1,3,07:27:56.182858
65,1,6,07:28:22.498647
66,1,3,07:28:49.165314
67,1,4,07:29:15.252271
68,1,2,07:29:41.800944
69,1,10,07:30:07.552017
70,1,3,07:30:33.414086
71,1,10,07:30:59.845804
72,1,2,07:31:26.277522
73,1,2,07:31:52.139591
74,1,10,07:32:17.671506
75,1,5,07:32:44.220179
76,1,7,07:33:10.307136
77,1,10,07:33:36.622925
78,1,10,07:34:02.596951
79,1,2,07:34:28.348024
80,1,2,07:34:54.548897
81,1,8,07:35:20.749770
82,1,5,07:35:46.500843
83,1,7,07:36:12.141869
84,1,7,07:36:38.228826
85,1,10,07:37:03.869852
86,1,9,07:37:30.536519
87,1,7,07:37:56.287592
88,1,5,07:38:22.836265
89,1,6,07:38:48.368180
90,1,3,07:39:14.569053
91,1,10,07:39:40.320126
92,1,9,07:40:06.986793
93,1,7,07:40:33.073750
94,1,4,07:40:59.740417
95,1,9,07:41:26.172135
96,1,5,07:41:52.603853
97,1,5,07:42:18.804726
98,1,5,07:42:45.236444
99,1,3,07:43:11.210470
100,1,4,07:43:37.759143
101,1,2,07:44:04.074932
102,1,3,07:44:30.048958
103,1,7,07:44:56.715625
104,1,4,07:45:23.264298
105,1,6,07:45:49.126367
106,1,10,07:46:15.558085
107,1,8,07:46:41.090000
108,1,7,07:47:07.290873
109,1,5,07:47:33.722591
110,1,4,07:47:59.363617
111,1,6,07:48:25.225686
112,1,2,07:48:50.757601
113,1,6,07:49:17.424268
114,1,4,07:49:43.972941
115,1,4,07:50:10.059898
116,1,6,07:50:36.033924
117,1,2,07:51:02.007950
118,1,8,07:51:27.759023
119,1,3,07:51:53.400049
120,1,2,07:52:19.487006
121,1,10,07:52:45.238079
122,1,4,07:53:11.325036
123,1,6,07:53:37.525909
124,1,10,07:54:03.499935
125,1,3,07:54:30.048608
126,1,4,07:54:55.580523
127,1,5,07:55:21.896312
128,1,8,07:55:47.870338
129,1,9,07:56:14.302056
130,1,3,07:56:40.164125
131,1,4,07:57:05.805151
132,1,4,07:57:32.006024
133,1,3,07:57:57.868093
134,1,4,07:58:24.068966
135,1,2,07:58:50.269839
136,1,2,07:59:16.131908
