id,board_from,alight_to,arr_time
1,1,3,07:00:25.531915
2,1,3,07:00:51.618872
3,1,8,07:01:18.285539
4,1,5,07:01:44.834212
5,1,8,07:02:10.808238
6,1,6,07:02:37.009111
7,1,3,07:03:02.650137
8,1,6,07:03:29.081855
9,1,3,07:03:55.282728
10,1,6,07:04:20.923754
11,1,8,07:04:47.472427
12,1,3,07:05:13.904145
13,1,8,07:05:39.545171
14,1,3,07:06:05.186197
15,1,8,07:06:31.273154
16,1,9,07:06:57.135223
17,1,3,07:07:22.997292
18,1,3,07:07:48.748365
19,1,7,07:08:15.297038
20,1,5,07:08:41.497911
21,1,8,07:09:07.248984
22,1,5,07:09:33.335941
23,1,2,07:09:59.422898
24,1,9,07:10:25.738687
25,1,2,07:10:52.170405
26,1,5,07:11:18.371278
27,1,7,07:11:44.122351
28,1,4,07:12:10.209308
29,1,6,07:12:36.757981
30,1,6,07:13:02.732007
31,1,5,07:13:28.818964
32,1,6,07:13:55.250682
33,1,2,07:14:21.566471
34,1,2,07:14:47.998189
35,1,6,07:15:13.639215
36,1,9,07:15:40.187888
37,1,3,07:16:05.938961
38,1,9,07:16:32.370679
39,1,8,07:16:58.571552
40,1,10,07:17:24.545578
41,1,9,07:17:50.977296
42,1,5,07:18:17.409014
43,1,5,07:18:43.957687
44,1,7,07:19:09.819756
45,1,9,07:19:35.681825
46,1,6,07:20:01.882698
47,1,9,07:20:27.744767
48,1,6,07:20:54.293440
49,1,4,07:21:20.960107
50,1,5,07:21:46.934133
51,1,5,07:22:12.796202
52,1,3,07:22:38.658271
53,1,10,07:23:04.974060
54,1,4,07:23:30.836129
55,1,9,07:23:56.698198
56,1,10,07:24:22.230113
57,1,2,07:24:47.762028
58,1,3,07:25:13.736054
59,1,5,07:25:40.167772
60,1,10,07:26:05.699687
61,1,10,07:26:32.366354
62,1,4,07:26:58.798072
63,1,5,07:27:24.885029
64,1,2,07:27:50.526055
65,1,5,07:28:16.957773
66,1,4,07:28:43.158646
67,1,8,07:29:08.799672
68,1,8,07:29:34.773698
69,1,4,07:30:00.974571
70,1,6,07:30:27.175444
71,1,5,07:30:53.262401
72,1,5,07:31:19.349358
73,1,2,07:31:44.990384
74,1,8,07:32:10.741457
75,1,4,07:32:37.290130
76,1,5,07:33:03.152199
77,1,2,07:33:28.793225
78,1,3,07:33:55.109014
79,1,4,07:34:21.540732
80,1,4,07:34:47.072647
81,1,10,07:35:12.713673
82,1,2,07:35:39.029462
83,1,9,07:36:05.345251
84,1,6,07:36:31.893924
85,1,8,07:36:58.325642
86,1,7,07:37:24.187711
87,1,7,07:37:50.049780
88,1,9,07:38:16.365569
89,1,2,07:38:42.566442
90,1,10,07:39:08.882231
91,1,7,07:39:35.083104
92,1,7,07:40:00.615019
93,1,6,07:40:26.366092
94,1,7,07:40:52.007118
95,1,2,07:41:18.555791
96,1,7,07:41:44.196817
97,1,6,07:42:09.728732
98,1,3,07:42:36.277405
99,1,9,07:43:02.028478
100,1,5,07:43:28.695145
101,1,7,07:43:55.243818
102,1,6,07:44:21.444691
103,1,4,07:44:47.306760
104,1,7,07:45:13.738478
105,1,6,07:45:39.270393
106,1,6,07:46:05.021466
107,1,4,07:46:30.883535
108,1,6,07:46:57.315253
109,1,6,07:47:23.863926
110,1,8,07:47:49.950883
111,1,10,07:48:16.382601
112,1,2,07:48:42.244670
113,1,10,07:49:07.776585
114,1,2,07:49:33.527658
115,1,3,07:49:59.389727
116,1,9,07:50:25.705516
117,1,8,07:50:51.237431
118,1,2,07:51:17.904098
119,1,3,07:51:44.104971
120,1,6,07:52:10.653644
121,1,9,07:52:36.854517
122,1,9,07:53:02.605590
123,1,8,07:53:28.246616
124,1,4,07:53:54.795289
125,1,7,07:54:20.657358
126,1,4,07:54:46.298384
127,1,10,07:55:12.160453
128,1,5,07:55:38.361326
129,1,4,07:56:04.677115
130,1,5,07:56:31.108833
131,1,3,07:56:57.082859
132,1,3,07:57:23.631532
133,1,7,07:57:50.180205
134,1,8,07:58:15.931278
135,1,7,07:58:41.905304
136,1,7,07:59:08.453977
137,1,2,07:59:33.985892
138,1,6,07:59:59.517807
139,1,8,08:00:25.379876
140,1,10,08:00:51.466833
141,1,5,08:01:17.107859
142,1,10,08:01:43.423648
143,1,2,08:02:09.510605
144,1,2,08:02:35.942323
145,1,10,08:03:02.029280
146,1,6,08:03:28.116237
147,1,4,08:03:54.317110
148,1,4,08:04:20.865783
149,1,10,08:04:47.297501
150,1,4,08:05:13.846174
151,1,9,08:05:39.708243
152,1,10,08:06:06.256916
153,1,6,08:06:32.688634
154,1,3,08:06:58.550703
155,1,9,08:07:24.524729
156,1,3,08:07:50.498755
157,1,2,08:08:16.139781
158,1,3,08:08:41.671696
159,1,7,08:09:07.645722
160,1,5,08:09:34.194395
161,1,9,08:10:00.626113
162,1,7,08:10:27.174786
