id,board_from,alight_to,arr_time
1,1,10,07:00:26.548673
2,1,3,07:00:52.299746
3,1,9,07:01:18.615535
4,1,5,07:01:44.477604
5,1,5,07:02:10.228677
6,1,3,07:02:36.895344
7,1,9,07:03:02.536370
8,1,5,07:03:29.085043
9,1,7,07:03:55.285916
10,1,4,07:04:21.952583
11,1,3,07:04:48.501256
12,1,2,07:05:14.033171
13,1,7,07:05:39.784244
14,1,9,07:06:05.985117
15,1,2,07:06:32.185990
16,1,10,07:06:57.827016
17,1,6,07:07:24.027889
18,1,4,07:07:49.778962
19,1,3,07:08:15.530035
20,1,2,07:08:41.616992
21,1,10,07:09:08.283659
22,1,2,07:09:34.950326
23,1,9,07:10:01.037283
24,1,7,07:10:27.124240
25,1,8,07:10:53.672913
26,1,6,07:11:19.313939
27,1,6,07:11:44.954965
28,1,6,07:12:11.503638
29,1,9,07:12:37.590595
30,1,7,07:13:03.341668
31,1,7,07:13:29.315694
32,1,4,07:13:55.402651
33,1,4,07:14:21.951324
34,1,6,07:14:48.152197
35,1,2,07:15:14.467986
36,1,6,07:15:40.109012
37,1,5,07:16:06.424801
38,1,6,07:16:32.511758
39,1,9,07:16:58.043673
40,1,5,07:17:24.017699
41,1,10,07:17:50.218572
42,1,3,07:18:16.650290
43,1,10,07:18:43.082008
44,1,3,07:19:09.513726
45,1,3,07:19:35.375795
46,1,9,07:20:01.237864
47,1,8,07:20:27.211890
48,1,4,07:20:53.527679
49,1,9,07:21:20.076352
50,1,9,07:21:46.277225
51,1,7,07:22:12.478098
52,1,3,07:22:39.026771
53,1,6,07:23:04.667797
54,1,5,07:23:30.641823
55,1,3,07:23:56.842696
56,1,8,07:24:22.483722
57,1,3,07:24:48.570679
58,1,6,07:25:14.886468
59,1,8,07:25:41.435141
60,1,2,07:26:06.967056
61,1,9,07:26:33.054013
62,1,10,07:26:59.140970
63,1,8,07:27:25.003039
64,1,6,07:27:51.203912
65,1,6,07:28:17.635630
66,1,10,07:28:43.497699
67,1,9,07:29:09.584656
68,1,6,07:29:35.225682
69,1,10,07:30:01.541471
70,1,6,07:30:27.973189
71,1,3,07:30:53.835258
72,1,6,07:31:19.586331
73,1,10,07:31:45.448400
74,1,10,07:32:11.310469
75,1,5,07:32:37.284495
76,1,10,07:33:03.485368
77,1,5,07:33:29.017283
78,1,8,07:33:54.991309
79,1,6,07:34:21.539982
80,1,9,07:34:47.071897
81,1,4,07:35:13.738564
82,1,7,07:35:40.405231
83,1,6,07:36:06.721020
84,1,8,07:36:33.036809
85,1,9,07:36:59.237682
86,1,3,07:37:25.669400
87,1,9,07:37:52.218073
88,1,2,07:38:18.884740
89,1,7,07:38:45.200529
90,1,2,07:39:11.287486
91,1,7,07:39:37.719204
92,1,4,07:40:03.693230
93,1,2,07:40:29.894103
94,1,3,07:40:56.209892
95,1,4,07:41:22.758565
96,1,3,07:41:48.732591
97,1,6,07:42:14.819548
98,1,4,07:42:41.486215
99,1,5,07:43:07.802004
100,1,10,07:43:33.888961
101,1,4,07:44:00.320679
102,1,9,07:44:26.869352
103,1,6,07:44:52.731421
104,1,7,07:45:18.263336
105,1,9,07:45:43.904362
106,1,3,07:46:09.766431
107,1,7,07:46:35.517504
108,1,8,07:47:01.949222
109,1,3,07:47:28.150095
110,1,5,07:47:53.791121
111,1,9,07:48:19.878078
112,1,2,07:48:45.519104
113,1,6,07:49:11.950822
114,1,5,07:49:38.382540
115,1,9,07:50:04.133613
116,1,5,07:50:30.449402
117,1,10,07:50:56.200475
118,1,9,07:51:22.749148
119,1,5,07:51:48.500221
120,1,2,07:52:14.362290
121,1,4,07:52:40.336316
122,1,9,07:53:06.310342
123,1,3,07:53:32.397299
124,1,7,07:53:58.945972
125,1,7,07:54:24.586998
126,1,2,07:54:51.018716
127,1,3,07:55:17.219589
128,1,4,07:55:42.751504
129,1,9,07:56:08.502577
130,1,5,07:56:34.703450
131,1,4,07:57:00.344476
132,1,8,07:57:26.206545
133,1,6,07:57:52.638263
134,1,9,07:58:18.500332
135,1,5,07:58:45.049005
136,1,5,07:59:10.911074
137,1,10,07:59:36.773143
138,1,7,08:00:03.204861
139,1,9,08:00:28.955934
140,1,5,08:00:54.707007
141,1,10,08:01:20.681033
142,1,8,08:01:47.112751
143,1,3,08:02:13.661424
144,1,8,08:02:40.093142
145,1,9,08:03:06.641815
146,1,8,08:03:33.308482
147,1,2,08:03:59.395439
148,1,3,08:04:25.369465
149,1,5,08:04:51.685254
150,1,3,08:05:18.233927
151,1,10,08:05:43.985000
152,1,8,08:06:10.185873
153,1,3,08:06:36.272830
154,1,9,08:07:02.588619
155,1,2,08:07:29.137292
156,1,7,08:07:55.111318
157,1,9,08:08:20.643233
158,1,8,08:08:46.505302
159,1,9,08:09:12.592259
160,1,10,08:09:38.233285
161,1,3,08:10:04.781958
162,1,7,08:10:30.313873
163,1,7,08:10:56.287899
164,1,2,08:11:22.374856
165,1,7,08:11:48.923529
166,1,2,08:12:14.564555
167,1,4,08:12:40.205581
