id,board_from,alight_to,arr_time
1,1,7,07:00:26.431718
2,1,5,07:00:52.182791
3,1,3,07:01:18.156817
4,1,8,07:01:43.688732
5,1,9,07:02:10.120450
6,1,7,07:02:36.669123
7,1,5,07:03:02.869996
8,1,8,07:03:28.401911
9,1,9,07:03:54.833629
10,1,7,07:04:21.382302
11,1,7,07:04:48.048969
12,1,3,07:05:14.249842
13,1,2,07:05:40.111911
14,1,7,07:06:06.312784
15,1,10,07:06:32.513657
16,1,9,07:06:59.180324
17,1,10,07:07:25.728997
18,1,2,07:07:52.044786
19,1,7,07:08:18.476504
20,1,9,07:08:44.227577
21,1,8,07:09:09.868603
22,1,9,07:09:35.730672
23,1,9,07:10:01.817629
24,1,9,07:10:27.568702
25,1,6,07:10:54.000420
26,1,4,07:11:19.641446
27,1,6,07:11:46.190119
28,1,6,07:12:12.856786
29,1,2,07:12:38.497812
30,1,5,07:13:04.813601
31,1,7,07:13:30.564674
32,1,4,07:13:56.880463
33,1,8,07:14:22.742532
34,1,10,07:14:49.291205
35,1,10,07:15:15.042278
36,1,3,07:15:40.904347
37,1,4,07:16:07.336065
38,1,2,07:16:33.767783
39,1,7,07:16:59.408809
40,1,3,07:17:25.957482
41,1,10,07:17:52.044439
42,1,8,07:18:18.360228
43,1,3,07:18:44.222297
44,1,5,07:19:10.309254
45,1,3,07:19:35.950280
46,1,2,07:20:01.812349
47,1,7,07:20:27.453375
48,1,10,07:20:53.094401
49,1,9,07:21:19.526119
50,1,9,07:21:45.277192
51,1,6,07:22:11.139261
52,1,10,07:22:36.780287
53,1,5,07:23:03.212005
54,1,3,07:23:29.643723
55,1,4,07:23:55.844596
56,1,10,07:24:21.818622
57,1,8,07:24:47.680691
58,1,4,07:25:14.112409
59,1,6,07:25:40.313282
60,1,8,07:26:06.175351
61,1,5,07:26:32.262308
62,1,6,07:26:58.578097
63,1,4,07:27:24.893886
64,1,3,07:27:50.425801
65,1,8,07:28:16.857519
66,1,9,07:28:43.173308
67,1,8,07:29:09.605026
68,1,10,07:29:36.036744
69,1,3,07:30:01.787817
70,1,10,07:30:27.649886
71,1,8,07:30:54.081604
72,1,6,07:31:20.282477
73,1,9,07:31:46.144546
74,1,4,07:32:12.345419
75,1,10,07:32:38.546292
76,1,9,07:33:05.094965
77,1,10,07:33:31.295838
78,1,6,07:33:57.269864
79,1,7,07:34:23.131933
80,1,4,07:34:49.332806
81,1,8,07:35:15.648595
82,1,3,07:35:41.735552
83,1,10,07:36:08.284225
84,1,4,07:36:34.485098
85,1,6,07:37:00.126124
86,1,2,07:37:25.767150
87,1,3,07:37:51.408176
88,1,2,07:38:17.609049
89,1,2,07:38:43.924838
90,1,3,07:39:09.456753
91,1,8,07:39:35.772542
92,1,2,07:40:01.413568
93,1,8,07:40:27.054594
94,1,6,07:40:53.141551
95,1,3,07:41:18.782577
96,1,5,07:41:45.331250
97,1,3,07:42:11.193319
98,1,7,07:42:37.741992
99,1,7,07:43:03.273907
100,1,10,07:43:29.474780
101,1,7,07:43:55.225853
102,1,3,07:44:20.976926
103,1,7,07:44:46.838995
104,1,3,07:45:13.270713
105,1,8,07:45:39.471586
106,1,8,07:46:05.222659
107,1,6,07:46:30.973732
108,1,3,07:46:57.060689
109,1,8,07:47:22.922758
110,1,10,07:47:48.784827
111,1,9,07:48:14.646896
112,1,6,07:48:40.620922
113,1,4,07:49:06.594948
114,1,8,07:49:32.568974
115,1,6,07:49:58.210000
116,1,7,07:50:23.851026
117,1,10,07:50:49.492052
118,1,6,07:51:15.466078
119,1,10,07:51:41.107104
120,1,9,07:52:07.538822
121,1,8,07:52:33.854611
122,1,4,07:52:59.716680
123,1,5,07:53:25.248595
124,1,3,07:53:51.680313
125,1,4,07:54:17.542382
126,1,7,07:54:43.074297
127,1,6,07:55:09.506015
128,1,5,07:55:35.368084
129,1,3,07:56:01.119157
130,1,7,07:56:26.981226
131,1,7,07:56:52.955252
132,1,7,07:57:19.621919
133,1,9,07:57:45.262945
134,1,9,07:58:11.463818
135,1,4,07:58:38.012491
136,1,4,07:59:03.653517
137,1,2,07:59:29.627543
138,1,9,07:59:56.059261
139,1,9,08:00:22.607934
140,1,3,08:00:48.808807
141,1,9,08:01:15.009680
142,1,3,08:01:41.325469
143,1,10,08:02:07.076542
144,1,4,08:02:33.050568
145,1,7,08:02:59.137525
146,1,9,08:03:25.111551
147,1,4,08:03:51.543269
148,1,10,08:04:17.974987
149,1,4,08:04:43.726060
150,1,7,08:05:10.041849
151,1,2,08:05:36.357638
152,1,9,08:06:02.219707
153,1,2,08:06:28.768380
154,1,4,08:06:55.200098
155,1,4,08:07:21.174124
156,1,7,08:07:47.374997
157,1,3,08:08:13.575870
158,1,9,08:08:39.326943
159,1,3,08:09:05.300969
160,1,6,08:09:31.849642
161,1,10,08:09:57.936599
162,1,6,08:10:24.137472
163,1,6,08:10:50.224429
164,1,2,08:11:15.975502
165,1,4,08:11:42.062459
166,1,10,08:12:08.729126
167,1,6,08:12:34.480199
168,1,10,08:13:00.681072
169,1,5,08:13:26.996861
170,1,10,08:13:52.747934
171,1,9,08:14:19.414601
172,1,3,08:14:45.846319
173,1,7,08:15:12.047192
174,1,9,08:15:38.248065
175,1,3,08:16:04.335022
176,1,5,08:16:30.197091
177,1,3,08:16:56.628809
178,1,6,08:17:23.060527
179,1,8,08:17:49.492245
180,1,8,08:18:15.693118
181,1,9,08:18:41.667144
182,1,3,08:19:07.418217
183,1,6,08:19:33.392243
184,1,5,08:19:59.708032
185,1,9,08:20:25.794989
186,1,7,08:20:51.657058
187,1,4,08:21:17.744015
188,1,2,08:21:43.718041
189,1,8,08:22:09.469114
190,1,9,08:22:35.784903
191,1,6,08:23:01.425929
192,1,10,08:23:27.177002
193,1,9,08:23:53.151028
194,1,7,08:24:18.792054
195,1,5,08:24:45.107843
196,1,6,08:25:10.748869
197,1,3,08:25:36.389895
198,1,9,08:26:02.476852
199,1,7,08:26:28.677725
200,1,3,08:26:54.209640
201,1,10,08:27:20.410513
202,1,6,08:27:46.726302
203,1,8,08:28:13.158020
204,1,10,08:28:38.909093
205,1,5,08:29:04.660166
206,1,8,08:29:31.208839
207,1,2,08:29:57.409712
208,1,10,08:30:23.725501
209,1,3,08:30:50.041290
210,1,9,08:31:16.357079
211,1,9,08:31:42.672868
212,1,10,08:32:08.988657
213,1,7,08:32:35.304446
214,1,2,08:33:01.620235
215,1,3,08:33:27.936024
216,1,9,08:33:54.251813
217,1,5,08:34:20.567602
218,1,9,08:34:46.883391
219,1,9,08:35:13.199180
220,1,8,08:35:39.514969
221,1,9,08:36:05.830758
222,1,8,08:36:32.146547
223,1,9,08:36:58.462336
224,1,9,08:37:24.778125
225,1,8,08:37:51.093914
226,1,10,08:38:17.409703
227,1,3,08:38:43.725492
228,1,7,08:39:10.041281
229,1,5,08:39:36.357070
230,1,9,08:40:02.672859
231,1,8,08:40:28.988648
232,1,5,08:40:55.304437
233,1,5,08:41:21.620226
234,1,9,08:41:47.936015
235,1,9,08:42:14.251804
236,1,5,08:42:40.567593
237,1,4,08:43:06.883382
238,1,3,08:43:33.199171
239,1,9,08:43:59.514960
240,1,3,08:44:25.830749
241,1,2,08:44:52.146538
242,1,6,08:45:18.462327
243,1,3,08:45:44.778116
244,1,7,08:46:11.093905
245,1,9,08:46:37.409694
246,1,8,08:47:03.725483
247,1,8,08:47:30.041272
248,1,7,08:47:56.357061
249,1,6,08:48:22.672850
250,1,2,08:48:48.988639
251,1,10,08:49:15.304428
252,1,2,08:49:41.620217
253,1,3,08:50:07.936006
254,1,6,08:50:34.251795
255,1,4,08:51:00.567584
256,1,9,08:51:26.883373
257,1,2,08:51:53.199162
258,1,10,08:52:19.514951
259,1,4,08:52:45.830740
260,1,2,08:53:12.146529
261,1,3,08:53:38.462318
262,1,4,08:54:04.778107
263,1,5,08:54:31.093896
264,1,3,08:54:57.409685
265,1,2,08:55:23.725474
266,1,6,08:55:50.041263
267,1,5,08:56:16.357052
268,1,7,08:56:42.672841
269,1,10,08:57:08.988630
270,1,8,08:57:35.304419
271,1,9,08:58:01.620208
272,1,2,08:58:27.935997
273,1,9,08:58:54.251786
274,1,2,08:59:20.567575
275,1,10,08:59:46.883364
276,1,7,09:00:13.199153
277,1,10,09:00:39.514942
278,1,7,09:01:05.830731
279,1,10,09:01:32.146520
280,1,2,09:01:58.462309
281,1,8,09:02:24.778098
282,1,9,09:02:51.093887
283,1,6,09:03:17.409676
284,1,5,09:03:43.725465
285,1,4,09:04:10.041254
286,1,6,09:04:36.357043
287,1,7,09:05:02.672832
288,1,2,09:05:28.988621
289,1,10,09:05:55.304410
290,1,4,09:06:21.620199
291,1,2,09:06:47.935988
292,1,6,09:07:14.251777
293,1,2,09:07:40.567566
294,1,4,09:08:06.883355
295,1,10,09:08:33.199144
296,1,7,09:08:59.514933
297,1,5,09:09:25.830722
298,1,6,09:09:52.146511
299,1,8,09:10:18.462300
300,1,9,09:10:44.778089
301,1,2,09:11:11.093878
302,1,8,09:11:37.409667
303,1,8,09:12:03.725456
304,1,3,09:12:30.041245
305,1,6,09:12:56.357034
306,1,2,09:13:22.672823
307,1,10,09:13:48.988612
308,1,7,09:14:15.304401
309,1,10,09:14:41.620190
310,1,2,09:15:07.935979
311,1,6,09:15:34.251768
312,1,10,09:16:00.567557
313,1,4,09:16:26.883346
314,1,7,09:16:53.199135
315,1,4,09:17:19.514924
316,1,9,09:17:45.830713
317,1,10,09:18:12.146502
318,1,10,09:18:38.462291
319,1,4,09:19:04.778080
320,1,9,09:19:31.093869
321,1,2,09:19:57.409658
322,1,9,09:20:23.725447
323,1,5,09:20:50.041236
324,1,3,09:21:16.357025
325,1,3,09:21:42.672814
326,1,9,09:22:08.988603
327,1,3,09:22:35.304392
328,1,5,09:23:01.620181
329,1,10,09:23:27.935970
330,1,9,09:23:54.251759
331,1,7,09:24:20.567548
332,1,2,09:24:46.883337
333,1,2,09:25:13.199126
334,1,8,09:25:39.514915
335,1,8,09:26:05.830704
336,1,2,09:26:32.146493
337,1,7,09:26:58.462282
338,1,10,09:27:24.778071
339,1,10,09:27:51.093860
340,1,2,09:28:17.409649
341,1,8,09:28:43.725438
342,1,5,09:29:10.041227
343,1,2,09:29:36.357016
344,1,3,09:30:02.672805
345,1,4,09:30:28.988594
346,1,7,09:30:55.304383
347,1,2,09:31:21.620172
348,1,6,09:31:47.935961
349,1,5,09:32:14.251750
350,1,8,09:32:40.567539
351,1,4,09:33:06.883328
352,1,3,09:33:33.199117
353,1,5,09:33:59.514906
354,1,8,09:34:25.830695
355,1,5,09:34:52.146484
356,1,8,09:35:18.462273
357,1,7,09:35:44.778062
358,1,3,09:36:11.093851
359,1,8,09:36:37.409640
360,1,6,09:37:03.725429
361,1,5,09:37:30.041218
362,1,2,09:37:56.357007
363,1,10,09:38:22.672796
364,1,6,09:38:48.988585
365,1,5,09:39:15.304374
366,1,10,09:39:41.620163
367,1,3,09:40:07.935952
368,1,10,09:40:34.251741
369,1,8,09:41:00.567530
370,1,10,09:41:26.883319
371,1,7,09:41:53.199108
372,1,7,09:42:19.514897
373,1,6,09:42:45.830686
374,1,5,09:43:12.146475
375,1,4,09:43:38.462264
376,1,4,09:44:04.778053
377,1,7,09:44:31.093842
378,1,4,09:44:57.409631
379,1,7,09:45:23.725420
380,1,6,09:45:50.041209
381,1,5,09:46:16.356998
382,1,10,09:46:42.672787
383,1,8,09:47:08.988576
384,1,9,09:47:35.304365
385,1,4,09:48:01.620154
386,1,9,09:48:27.935943
387,1,4,09:48:54.251732
388,1,5,09:49:20.567521
389,1,6,09:49:46.883310
390,1,5,09:50:13.199099
391,1,3,09:50:39.514888
392,1,6,09:51:05.830677
393,1,7,09:51:32.146466
394,1,7,09:51:58.462255
395,1,2,09:52:24.778044
396,1,4,09:52:51.093833
397,1,3,09:53:17.409622
398,1,3,09:53:43.725411
399,1,10,09:54:10.041200
400,1,6,09:54:36.356989
401,1,9,09:55:02.672778
402,1,9,09:55:28.988567
403,1,2,09:55:55.304356
404,1,9,09:56:21.620145
405,1,8,09:56:47.935934
406,1,9,09:57:14.251723
407,1,2,09:57:40.567512
408,1,9,09:58:06.883301
409,1,6,09:58:33.199090
410,1,8,09:58:59.514879
411,1,6,09:59:25.830668
412,1,2,09:59:52.146457
413,1,5,10:00:18.462246
414,1,5,10:00:43.994161
415,1,5,10:01:09.968187
416,1,7,10:01:36.634854
417,1,6,10:02:02.835727
418,1,7,10:02:29.151516
419,1,8,10:02:55.238473
420,1,7,10:03:21.325430
421,1,10,10:03:46.966456
422,1,9,10:04:12.828525
423,1,2,10:04:39.144314
424,1,7,10:05:04.785340
425,1,3,10:05:31.217058
426,1,10,10:05:57.648776
427,1,10,10:06:24.080494
428,1,9,10:06:50.512212
429,1,7,10:07:16.486238
430,1,5,10:07:42.348307
431,1,4,10:08:08.780025
432,1,3,10:08:34.642094
433,1,6,10:09:00.174009
434,1,4,10:09:26.605727
435,1,7,10:09:52.467796
436,1,6,10:10:19.016469
437,1,10,10:10:45.103426
438,1,5,10:11:11.652099
439,1,9,10:11:37.514168
440,1,3,10:12:03.265241
441,1,4,10:12:29.239267
442,1,10,10:12:55.213293
443,1,9,10:13:21.414166
444,1,10,10:13:47.388192
445,1,4,10:14:13.936865
446,1,9,10:14:40.368583
447,1,3,10:15:06.009609
448,1,9,10:15:31.871678
449,1,10,10:15:57.512704
450,1,10,10:16:23.599661
451,1,8,10:16:49.915450
452,1,7,10:17:15.666523
453,1,2,10:17:42.215196
454,1,7,10:18:08.646914
455,1,10,10:18:34.733871
456,1,6,10:19:00.707897
457,1,9,10:19:26.239812
458,1,9,10:19:52.555601
459,1,5,10:20:19.104274
460,1,9,10:20:45.305147
461,1,6,10:21:11.056220
462,1,8,10:21:37.030246
463,1,2,10:22:02.671272
464,1,6,10:22:28.987061
465,1,8,10:22:55.653728
466,1,10,10:23:21.854601
467,1,6,10:23:48.286319
468,1,8,10:24:14.602108
469,1,5,10:24:41.150781
470,1,5,10:25:07.699454
471,1,6,10:25:33.673480
472,1,7,10:25:59.535549
473,1,2,10:26:26.202216
474,1,7,10:26:52.289173
475,1,6,10:27:18.376130
476,1,2,10:27:45.042797
477,1,9,10:28:11.358586
478,1,5,10:28:37.220655
479,1,8,10:29:03.421528
480,1,4,10:29:29.508485
481,1,9,10:29:56.175152
482,1,8,10:30:21.926225
483,1,3,10:30:47.900251
484,1,8,10:31:13.651324
485,1,9,10:31:40.199997
486,1,10,10:32:06.631715
487,1,4,10:32:32.382788
488,1,8,10:32:58.698577
489,1,4,10:33:24.230492
490,1,10,10:33:50.317449
491,1,6,10:34:16.179518
492,1,7,10:34:42.380391
493,1,10,10:35:08.021417
494,1,3,10:35:34.108374
495,1,7,10:36:00.657047
496,1,5,10:36:26.188962
497,1,9,10:36:52.051031
498,1,7,10:37:17.802104
499,1,2,10:37:43.334019
500,1,8,10:38:09.420976
501,1,9,10:38:35.172049
502,1,8,10:39:01.720722
503,1,10,10:39:27.361748
504,1,2,10:39:53.112821
505,1,7,10:40:18.974890
506,1,5,10:40:44.506805
507,1,3,10:41:11.055478
508,1,5,10:41:37.371267
509,1,4,10:42:03.572140
510,1,5,10:42:29.546166
511,1,4,10:42:55.633123
512,1,2,10:43:21.948912
513,1,3,10:43:48.264701
514,1,10,10:44:13.905727
515,1,7,10:44:39.767796
516,1,2,10:45:05.299711
517,1,9,10:45:31.848384
518,1,3,10:45:57.380299
519,1,4,10:46:23.812017
520,1,4,10:46:50.127806
521,1,7,10:47:16.214763
522,1,10,10:47:42.188789
523,1,8,10:48:07.829815
524,1,4,10:48:33.580888
525,1,5,10:48:59.781761
526,1,3,10:49:26.448428
527,1,10,10:49:52.880146
528,1,2,10:50:18.967103
529,1,6,10:50:44.499018
530,1,5,10:51:10.140044
531,1,7,10:51:35.891117
532,1,7,10:52:02.322835
533,1,2,10:52:28.754553
534,1,7,10:52:54.955426
535,1,10,10:53:20.929452
536,1,8,10:53:47.361170
537,1,6,10:54:13.448127
538,1,2,10:54:39.422153
539,1,9,10:55:05.173226
540,1,10,10:55:31.604944
541,1,9,10:55:58.036662
542,1,5,10:56:24.585335
543,1,3,10:56:50.559361
544,1,5,10:57:17.108034
545,1,9,10:57:43.774701
546,1,2,10:58:09.975574
547,1,2,10:58:36.062531
548,1,6,10:59:01.813604
549,1,5,10:59:28.014477
550,1,6,10:59:54.563150
551,1,4,11:00:20.204176
552,1,2,11:00:46.635894
553,1,4,11:01:12.386967
554,1,9,11:01:38.702756
555,1,2,11:02:04.676782
556,1,9,11:02:30.763739
557,1,6,11:02:56.737765
558,1,7,11:03:23.286438
559,1,10,11:03:48.927464
560,1,5,11:04:15.476137
561,1,2,11:04:41.677010
562,1,4,11:05:07.208925
563,1,9,11:05:32.740840
564,1,10,11:05:59.289513
565,1,4,11:06:25.040586
566,1,8,11:06:50.791659
567,1,7,11:07:16.878616
568,1,8,11:07:43.427289
569,1,8,11:08:09.628162
570,1,9,11:08:35.715119
571,1,7,11:09:01.802076
572,1,4,11:09:27.553149
573,1,2,11:09:53.640106
574,1,4,11:10:19.840979
575,1,7,11:10:45.703048
576,1,5,11:11:11.565117
577,1,6,11:11:37.206143
578,1,2,11:12:02.847169
579,1,6,11:12:28.598242
580,1,4,11:12:54.914031
581,1,6,11:13:20.665104
582,1,10,11:13:47.096822
583,1,4,11:14:13.528540
584,1,7,11:14:39.615497
585,1,4,11:15:05.366570
586,1,8,11:15:31.117643
587,1,8,11:15:57.091669
588,1,8,11:16:23.292542
589,1,3,11:16:49.724260
590,1,9,11:17:16.040049
591,1,8,11:17:41.902118
592,1,10,11:18:08.450791
593,1,8,11:18:34.882509
594,1,5,11:19:01.431182
595,1,8,11:19:27.405208
596,1,2,11:19:53.379234
597,1,6,11:20:19.020260
598,1,7,11:20:45.686927
599,1,6,11:21:11.438000
600,1,6,11:21:37.300069
601,1,6,11:22:03.500942
602,1,6,11:22:29.816731
603,1,3,11:22:55.903688
604,1,4,11:23:22.570355
605,1,4,11:23:48.211381
606,1,10,11:24:14.412254
607,1,8,11:24:39.944169
608,1,8,11:25:05.806238
609,1,3,11:25:31.557311
610,1,8,11:25:57.198337
611,1,7,11:26:23.172363
612,1,9,11:26:49.721036
613,1,9,11:27:15.472109
614,1,8,11:27:41.334178
615,1,5,11:28:07.882851
616,1,5,11:28:33.523877
617,1,5,11:28:59.955595
618,1,3,11:29:26.387313
619,1,5,11:29:52.588186
620,1,5,11:30:18.789059
621,1,8,11:30:44.651128
622,1,7,11:31:10.292154
623,1,9,11:31:36.840827
624,1,7,11:32:03.041700
625,1,5,11:32:28.792773
626,1,6,11:32:54.324688
627,1,2,11:33:20.075761
628,1,10,11:33:45.716787
629,1,9,11:34:11.917660
630,1,8,11:34:38.584327
631,1,5,11:35:04.225353
632,1,4,11:35:30.774026
633,1,8,11:35:56.636095
634,1,7,11:36:23.067813
635,1,2,11:36:48.929882
636,1,7,11:37:15.596549
637,1,10,11:37:42.145222
638,1,7,11:38:07.896295
639,1,3,11:38:34.328013
640,1,5,11:39:00.759731
641,1,6,11:39:27.426398
642,1,8,11:39:53.177471
643,1,2,11:40:19.151497
644,1,5,11:40:45.013566
645,1,10,11:41:10.545481
646,1,7,11:41:37.094154
647,1,2,11:42:03.068180
648,1,10,11:42:28.709206
649,1,5,11:42:54.683232
650,1,9,11:43:21.231905
651,1,10,11:43:47.547694
652,1,10,11:44:13.188720
653,1,8,11:44:39.162746
654,1,5,11:45:05.711419
655,1,8,11:45:31.912292
656,1,10,11:45:57.886318
657,1,9,11:46:24.318036
658,1,8,11:46:50.404993
659,1,8,11:47:16.953666
660,1,3,11:47:43.269455
661,1,4,11:48:09.585244
662,1,6,11:48:36.133917
663,1,6,11:49:02.565635
664,1,8,11:49:28.881424
665,1,9,11:49:54.522450
666,1,3,11:50:20.954168
667,1,4,11:50:47.155041
668,1,7,11:51:12.906114
669,1,2,11:51:39.221903
670,1,10,11:52:05.537692
671,1,10,11:52:31.853481
672,1,2,11:52:58.402154
673,1,5,11:53:24.833872
674,1,3,11:53:51.034745
675,1,4,11:54:17.008771
676,1,7,11:54:42.649797
677,1,3,11:55:08.736754
678,1,10,11:55:35.403421
679,1,2,11:56:01.154494
680,1,10,11:56:27.016563
