id,board_from,alight_to,arr_time
1,1,6,07:00:26.315789
2,1,9,07:00:52.864462
3,1,10,07:01:18.838488
4,1,10,07:01:44.589561
5,1,5,07:02:10.451630
6,1,8,07:02:36.092656
7,1,8,07:03:02.179613
8,1,7,07:03:28.846280
9,1,2,07:03:55.162069
10,1,3,07:04:20.803095
11,1,2,07:04:46.665164
12,1,9,07:05:12.416237
13,1,2,07:05:38.503194
14,1,5,07:06:04.704067
15,1,4,07:06:30.566136
16,1,5,07:06:57.232803
17,1,3,07:07:23.664521
18,1,3,07:07:49.865394
19,1,9,07:08:15.727463
20,1,5,07:08:42.043252
21,1,9,07:09:08.130209
22,1,3,07:09:34.678882
23,1,10,07:10:00.429955
24,1,5,07:10:26.292024
25,1,2,07:10:52.154093
26,1,10,07:11:18.469882
27,1,9,07:11:44.331951
28,1,6,07:12:10.194020
29,1,8,07:12:35.945093
30,1,10,07:13:02.145966
31,1,10,07:13:27.786992
32,1,9,07:13:53.428018
33,1,10,07:14:19.628891
34,1,9,07:14:46.295558
35,1,5,07:15:12.962225
36,1,8,07:15:39.628892
37,1,2,07:16:05.944681
38,1,10,07:16:32.145554
39,1,7,07:16:57.786580
40,1,4,07:17:24.102369
41,1,7,07:17:50.534087
42,1,2,07:18:16.965805
43,1,7,07:18:42.716878
44,1,3,07:19:08.578947
45,1,8,07:19:34.441016
46,1,8,07:20:00.303085
47,1,9,07:20:26.277111
48,1,2,07:20:52.028184
49,1,6,07:21:17.669210
50,1,9,07:21:44.100928
51,1,3,07:22:09.632843
52,1,8,07:22:36.064561
53,1,10,07:23:01.705587
54,1,7,07:23:27.567656
55,1,3,07:23:53.768529
56,1,10,07:24:19.409555
57,1,3,07:24:45.496512
58,1,5,07:25:11.928230
59,1,3,07:25:38.015187
60,1,3,07:26:04.102144
61,1,7,07:26:30.189101
62,1,2,07:26:56.855768
63,1,8,07:27:22.942725
64,1,4,07:27:49.258514
65,1,5,07:28:15.807187
66,1,4,07:28:42.473854
67,1,3,07:29:08.114880
68,1,9,07:29:34.663553
69,1,7,07:30:00.637579
70,1,3,07:30:26.499648
71,1,9,07:30:52.361717
72,1,6,07:31:18.793435
73,1,2,07:31:44.994308
74,1,3,07:32:11.426026
75,1,4,07:32:37.857744
76,1,8,07:33:04.524411
77,1,2,07:33:30.956129
78,1,6,07:33:57.043086
79,1,10,07:34:23.130043
80,1,10,07:34:48.992112
81,1,8,07:35:15.658779
82,1,4,07:35:41.859652
83,1,5,07:36:07.610725
84,1,5,07:36:33.697682
85,1,6,07:36:59.671708
86,1,7,07:37:26.220381
87,1,8,07:37:52.307338
88,1,7,07:38:17.948364
89,1,4,07:38:43.810433
90,1,5,07:39:09.897390
91,1,2,07:39:35.759459
92,1,7,07:40:02.075248
93,1,6,07:40:27.937317
94,1,10,07:40:53.911343
95,1,10,07:41:19.662416
96,1,10,07:41:45.413489
97,1,10,07:42:11.845207
98,1,9,07:42:37.377122
99,1,5,07:43:03.808840
100,1,8,07:43:29.895797
101,1,9,07:43:55.646870
102,1,5,07:44:21.847743
103,1,2,07:44:47.821769
104,1,7,07:45:14.022642
105,1,9,07:45:39.554557
106,1,9,07:46:05.641514
107,1,6,07:46:31.282540
108,1,3,07:46:57.256566
109,1,3,07:47:23.230592
110,1,8,07:47:49.546381
111,1,9,07:48:15.297454
112,1,7,07:48:40.829369
113,1,9,07:49:06.470395
114,1,4,07:49:32.444421
115,1,5,07:49:58.085447
116,1,3,07:50:24.517165
